"","OTU","Sample","Abundance","Plant.Name","Treatment","Shoot_mass_g","Pod_mass_g","N_pods","Root_mass_g","pH","P","K","Ca","Mg","OM","NO3","NH4","Richness","Shannon","Pielou","Kingdom","Phylum","Class","Order","Family","Genus"
"111","OTU_168","N7",0.0136902808382953,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces"
"112","OTU_20","N4",0.0124243987059872,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","",""
"113","OTU_254","N7",0.0119086689483801,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae",""
"114","OTU_20","D3",0.0118148999015425,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","",""
"115","OTU_20","N6",0.0114867082376108,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.74913863537929,0.438492261428277,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","",""
"116","OTU_20","D1",0.0113460546673543,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","",""
"117","OTU_244","N3",0.0113460546673543,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","",""
"118","OTU_113","C7",0.0111632270168856,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium"
"119","OTU_20","N5",0.0110647475268414,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","",""
"120","OTU_20","D2",0.0110178630034226,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","",""
"121","OTU_152","D6",0.0109240939565849,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia"
"122","OTU_244","D6",0.0102208261053026,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","",""
"123","OTU_244","N1",0.0101739415818838,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,38,1.25127620328785,0.343985310132687,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","",""
"124","OTU_136","D7",0.00918936659008861,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Zopfiella"
"125","OTU_244","C6",0.00895494397299451,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","",""
"126","OTU_20","N2",0.0089080594495757,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","",""
"127","OTU_107","N7",0.00862675230906278,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma"
"128","OTU_216","D7",0.00825167612171222,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",""
"129","OTU_248","C1",0.00797036898119931,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,31,0.611420396886149,0.178049701550306,"Fungi","","","","",""
"130","OTU_244","C5",0.00787659993436167,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","",""
"131","OTU_20","N3",0.00773594636410521,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","",""
"132","OTU_48","N7",0.00754840827042993,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Chytridiomycota","","","",""
"133","OTU_168","C7",0.00675422138836773,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces"
"134","OTU_20","D6",0.00628252613812181,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","",""
"135","OTU_20","C6",0.00571991185709597,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","",""
"136","OTU_248","C2",0.00571991185709597,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,37,0.596582803545761,0.165216384857913,"Fungi","","","","",""
"137","OTU_20","C5",0.00567302733367715,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","",""
"138","OTU_218","C7",0.00562851782363977,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza"
"139","OTU_20","N1",0.00548548924000188,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,38,1.25127620328785,0.343985310132687,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","",""
"140","OTU_165","D7",0.00515729757607014,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Glomeromycota","","","",""
"141","OTU_244","D7",0.00464156781846313,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","",""
"142","OTU_189","N7",0.00450091424820667,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus"
"143","OTU_20","D7",0.00417272258427493,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","",""
"144","OTU_169","D7",0.00407895353743729,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella"
"145","OTU_189","C8",0.0038456127186606,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,54,2.28532029071457,0.57290785423996,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus"
"146","OTU_152","C6",0.00370387735008674,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia"
"147","OTU_176","N7",0.00346945473299264,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Ascomycota","Sordariomycetes","Sordariales","",""
"148","OTU_152","N1",0.00332880116273618,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,38,1.25127620328785,0.343985310132687,"Fungi","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia"
"149","OTU_171","C6",0.00318814759247972,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",""
"150","OTU_295","C8",0.00309524926136097,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,54,2.28532029071457,0.57290785423996,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"151","OTU_173","D7",0.00304749402222326,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaeta"
"152","OTU_216","D4",0.00295372497538563,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",""
"153","OTU_244","C8",0.00286076068095484,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,54,2.28532029071457,0.57290785423996,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","",""
"154","OTU_168","D7",0.00281307140512917,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces"
"155","OTU_171","N1",0.00281307140512917,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,38,1.25127620328785,0.343985310132687,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",""
"156","OTU_152","C5",0.00267241783487271,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia"
"157","OTU_174","C7",0.00262664165103189,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium"
"158","OTU_171","C5",0.00257864878803507,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",""
"159","OTU_171","N3",0.00257864878803507,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",""
"160","OTU_154","N6",0.00234422617094097,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.74913863537929,0.438492261428277,"Fungi","Ascomycota","","","",""
"161","OTU_244","N7",0.00225045712410333,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","",""
"162","OTU_171","D6",0.00220357260068451,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",""
"163","OTU_171","D5",0.00210980355384687,"D5","Water withholding",2.77,1.39,6,2.42,7.6,28,39,1636,176,3.4,2.5,0.8,24,0.657729069612995,0.206959700723818,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",""
"164","OTU_171","N2",0.00210980355384687,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",""
"165","OTU_22","D2",0.0019222654601716,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria"
"166","OTU_154","N5",0.00187538093675278,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Ascomycota","","","",""
"167","OTU_22","N4",0.00182849641333396,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria"
"168","OTU_188","C7",0.00178236397748593,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae",""
"169","OTU_22","N6",0.00173472736649632,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.74913863537929,0.438492261428277,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria"
"170","OTU_22","N5",0.0016878428430775,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria"
"171","OTU_220","D7",0.0016878428430775,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",""
"172","OTU_250","D7",0.0016878428430775,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis"
"173","OTU_171","C3",0.00159407379623986,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,20,0.731718049529395,0.244253485529707,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",""
"174","OTU_176","C8",0.00154762463068049,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,54,2.28532029071457,0.57290785423996,"Fungi","Ascomycota","Sordariomycetes","Sordariales","",""
"175","OTU_115","D7",0.00150030474940222,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Acremonium"
"176","OTU_183","D4",0.00150030474940222,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Fibulochlamys"
"177","OTU_22","N2",0.0014534202259834,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria"
"178","OTU_154","N4",0.00135965117914576,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Ascomycota","","","",""
"179","OTU_154","D3",0.00135965117914576,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Ascomycota","","","",""
"180","OTU_183","N7",0.00135965117914576,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Fibulochlamys"
"181","OTU_22","D1",0.00135965117914576,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria"
"182","OTU_113","C8",0.00131313605027435,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,54,2.28532029071457,0.57290785423996,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium"
"183","OTU_127","N7",0.00131276665572694,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala"
"184","OTU_171","C4",0.00131276665572694,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,21,0.594608343107787,0.195304306429225,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",""
"185","OTU_22","D3",0.00121899760888931,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria"
"186","OTU_22","N3",0.00121899760888931,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria"
"187","OTU_154","D1",0.00117211308547049,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Ascomycota","","","",""
"188","OTU_22","D6",0.00117211308547049,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria"
"189","OTU_154","D2",0.00107834403863285,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Ascomycota","","","",""
"190","OTU_276","N7",0.00107834403863285,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Glomeromycota","Paraglomeromycetes","","",""
"191","OTU_22","C7",0.000891181988742964,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria"
"192","OTU_171","D4",0.000890805944957569,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",""
"193","OTU_193","D4",0.00084392142153875,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium"
"194","OTU_22","N1",0.00084392142153875,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,38,1.25127620328785,0.343985310132687,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria"
"195","OTU_183","C1",0.000797036898119931,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,31,0.611420396886149,0.178049701550306,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Fibulochlamys"
"196","OTU_71","C8",0.000703465741218403,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,54,2.28532029071457,0.57290785423996,"Fungi","Ascomycota","Dothideomycetes","","",""
"197","OTU_218","N7",0.000703267851282292,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza"
"198","OTU_136","C7",0.000562851782363977,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Zopfiella"
"199","OTU_154","N3",0.000562614281025833,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Ascomycota","","","",""
"200","OTU_183","C2",0.000562614281025833,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,37,0.596582803545761,0.165216384857913,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Fibulochlamys"
"201","OTU_20","D4",0.000562614281025833,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","",""
"202","OTU_244","D4",0.000562614281025833,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","",""
"203","OTU_217","C7",0.000515947467166979,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",""
"204","OTU_71","D2",0.000515729757607014,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Ascomycota","Dothideomycetes","","",""
"205","OTU_18","N7",0.000468845234188194,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys"
"206","OTU_220","N7",0.000468845234188194,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",""
"207","OTU_176","C7",0.000422138836772983,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Ascomycota","Sordariomycetes","Sordariales","",""
"208","OTU_171","C8",0.000422079444731042,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,54,2.28532029071457,0.57290785423996,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",""
